poiu, 2024-05-12 19:00:03, game_id, 15, 3
onlymarkive, 2024-05-12 19:04:33, game_id, 11, 2
onlymarkive, 2024-05-12 19:04:34, game_id, 1, 0
onlymarkive, 2024-05-12 19:04:34, game_id, 1, 0
onlymarkive, 2024-05-12 19:04:37, game_id, 24, 5
onlymarkive, 2024-05-12 19:04:37, game_id, 0, 0
onlymarkive, 2024-05-12 19:04:38, game_id, 0, 0
onlymarkive, 2024-05-12 19:04:39, game_id, 1, 0
onlymarkive, 2024-05-12 19:04:39, game_id, 1, 0
onlymarkive, 2024-05-12 19:04:40, game_id, 0, 0
onlymarkive, 2024-05-12 19:04:40, game_id, 1, 0
onlymarkive, 2024-05-12 19:04:41, game_id, 5, 1
onlymarkive, 2024-05-12 19:04:42, game_id, 1, 0
onlymarkive, 2024-05-12 19:04:43, game_id, 6, 1
onlymarkive, 2024-05-12 19:04:44, game_id, 1, 0
onlymarkive, 2024-05-12 19:04:45, game_id, 6, 1
onlymarkive, 2024-05-12 19:04:47, game_id, 27, 5
onlymarkive, 2024-05-12 19:04:49, game_id, 11, 2
onlymarkive, 2024-05-12 19:04:49, game_id, 0, 0
onlymarkive, 2024-05-12 19:04:50, game_id, 0, 0
onlymarkive, 2024-05-12 19:04:51, game_id, 1, 0
onlymarkive, 2024-05-12 19:04:52, game_id, 1, 0
onlymarkive, 2024-05-12 19:04:54, game_id, 16, 3
onlymarkive, 2024-05-12 19:04:54, game_id, 1, 0
onlymarkive, 2024-05-12 19:04:55, game_id, 1, 0
onlymarkive, 2024-05-12 19:04:56, game_id, 1, 0
onlymarkive, 2024-05-12 19:04:57, game_id, 7, 1
onlymarkive, 2024-05-12 19:04:58, game_id, 1, 0
onlymarkive, 2024-05-12 19:04:59, game_id, 11, 2
onlymarkive, 2024-05-12 19:05:00, game_id, 1, 0
onlymarkive, 2024-05-12 19:05:00, game_id, 0, 0
onlymarkive, 2024-05-12 19:05:02, game_id, 11, 2
onlymarkive, 2024-05-12 19:05:03, game_id, 1, 0
onlymarkive, 2024-05-12 19:05:05, game_id, 1, 0
onlymarkive, 2024-05-12 19:05:06, game_id, 0, 0
